Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of nucleocytoplasmic transport (GO:0046822)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	KHDRBS1
GO_Biological_Process_2021	negative regulation by host of viral transcription (GO:0043922)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	TARDBP
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	4/482	3.210284e-02	1.354081e-01	0	0	3.542296e+00	1.218129e+01	STAT1;RPS27A;GAPDH;RHOA
GO_Biological_Process_2021	tumor necrosis factor-mediated signaling pathway (GO:0033209)	2/116	3.409654e-02	1.356541e-01	0	0	7.250000e+00	2.449456e+01	PSMB2;STAT1
GO_Biological_Process_2021	regulation of response to interferon-gamma (GO:0060330)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	STAT1
GO_Biological_Process_2021	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RHOA
GO_Biological_Process_2021	response to chemokine (GO:1990868)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RHOA
GO_Biological_Process_2021	negative regulation of mRNA splicing, via spliceosome (GO:0048025)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RNPS1
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RHOA
GO_Biological_Process_2021	cellular copper ion homeostasis (GO:0006878)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	ARF1
GO_Biological_Process_2021	positive regulation of protein deacetylation (GO:0090312)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	FNTA
GO_Biological_Process_2021	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RPL35
GO_Biological_Process_2021	regulation of lipase activity (GO:0060191)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RHOA
GO_Biological_Process_2021	polarized epithelial cell differentiation (GO:0030859)	1/14	3.444771e-02	1.356541e-01	0	0	3.129827e+01	1.054224e+02	RHOA
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	2/117	3.463508e-02	1.356541e-01	0	0	7.186594e+00	2.416771e+01	SNX3;RHOA
GO_Biological_Process_2021	cellular response to interferon-gamma (GO:0071346)	2/121	3.682237e-02	1.357586e-01	0	0	6.943627e+00	2.292543e+01	STAT1;GAPDH
GO_Biological_Process_2021	establishment of apical/basal cell polarity (GO:0035089)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	RHOA
GO_Biological_Process_2021	acute-phase response (GO:0006953)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	ITIH4
GO_Biological_Process_2021	pyrimidine nucleoside metabolic process (GO:0006213)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	ERH
GO_Biological_Process_2021	negative regulation of mRNA processing (GO:0050686)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	RNPS1
GO_Biological_Process_2021	stress fiber assembly (GO:0043149)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	RHOA
GO_Biological_Process_2021	negative regulation of ubiquitin-protein transferase activity (GO:0051444)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	RPS7
GO_Biological_Process_2021	contractile actin filament bundle assembly (GO:0030038)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	RHOA
GO_Biological_Process_2021	protein localization to cell-cell junction (GO:0150105)	1/15	3.686328e-02	1.357586e-01	0	0	2.906122e+01	9.591772e+01	ACTB
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	5/742	3.720145e-02	1.357586e-01	0	0	2.896578e+00	9.533818e+00	NPM1;STAT1;RNPS1;TARDBP;RPS27A
GO_Biological_Process_2021	non-canonical Wnt signaling pathway (GO:0035567)	2/124	3.849707e-02	1.357586e-01	0	0	6.771858e+00	2.205711e+01	PSMB2;RHOA
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	4/511	3.851946e-02	1.357586e-01	0	0	3.334705e+00	1.085977e+01	NPM1;STAT1;HNRNPD;ILF2
GO_Biological_Process_2021	epiboly involved in wound healing (GO:0090505)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	RHOA
GO_Biological_Process_2021	3'-UTR-mediated mRNA destabilization (GO:0061158)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	TARDBP
GO_Biological_Process_2021	response to organophosphorus (GO:0046683)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	STAT1
GO_Biological_Process_2021	positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	RHOA
GO_Biological_Process_2021	killing by host of symbiont cells (GO:0051873)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	GAPDH
GO_Biological_Process_2021	neuron projection organization (GO:0106027)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	ARF1
GO_Biological_Process_2021	nuclear transport (GO:0051169)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	NPM1
GO_Biological_Process_2021	mRNA cis splicing, via spliceosome (GO:0045292)	1/16	3.927292e-02	1.357586e-01	0	0	2.712245e+01	8.780134e+01	SART1
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	3/303	4.002023e-02	1.357586e-01	0	0	4.180851e+00	1.345553e+01	FNTA;PSMB2;RPS27A
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	2/129	4.135195e-02	1.357586e-01	0	0	6.503609e+00	2.071813e+01	NPM1;HNRNPD
GO_Biological_Process_2021	DNA-dependent DNA replication (GO:0006261)	2/129	4.135195e-02	1.357586e-01	0	0	6.503609e+00	2.071813e+01	PSMB2;RPS27A
GO_Biological_Process_2021	regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	ARF1
GO_Biological_Process_2021	response to purine-containing compound (GO:0014074)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	STAT1
GO_Biological_Process_2021	ribosomal small subunit assembly (GO:0000028)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	RPS5
GO_Biological_Process_2021	negative regulation of phagocytosis (GO:0050765)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	SNX3
GO_Biological_Process_2021	negative regulation of viral entry into host cell (GO:0046597)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	SNX3
GO_Biological_Process_2021	maturation of 5.8S rRNA (GO:0000460)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	C1D
GO_Biological_Process_2021	copper ion homeostasis (GO:0055070)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	ARF1
GO_Biological_Process_2021	positive regulation of telomere capping (GO:1904355)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	HNRNPD
GO_Biological_Process_2021	positive regulation of transcription of Notch receptor target (GO:0007221)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	STAT1
GO_Biological_Process_2021	regulation of osteoblast proliferation (GO:0033688)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	RHOA
GO_Biological_Process_2021	phosphate ion transport (GO:0006817)	1/17	4.167665e-02	1.357586e-01	0	0	2.542602e+01	8.079917e+01	SLC25A3
GO_Biological_Process_2021	cellular response to hypoxia (GO:0071456)	2/131	4.251577e-02	1.378097e-01	0	0	6.402132e+00	2.021717e+01	PSMB2;RPS27A
GO_Biological_Process_2021	RNA metabolic process (GO:0016070)	2/133	4.369185e-02	1.394280e-01	0	0	6.303753e+00	1.973449e+01	HNRNPD;HNRNPC
GO_Biological_Process_2021	positive regulation of cell cycle phase transition (GO:1901989)	1/18	4.407449e-02	1.394280e-01	0	0	2.392917e+01	7.470386e+01	NPM1
GO_Biological_Process_2021	regulation of early endosome to late endosome transport (GO:2000641)	1/18	4.407449e-02	1.394280e-01	0	0	2.392917e+01	7.470386e+01	SNX3
GO_Biological_Process_2021	interleukin-6-mediated signaling pathway (GO:0070102)	1/18	4.407449e-02	1.394280e-01	0	0	2.392917e+01	7.470386e+01	STAT1
GO_Biological_Process_2021	cellular response to dsRNA (GO:0071359)	1/18	4.407449e-02	1.394280e-01	0	0	2.392917e+01	7.470386e+01	NPM1
GO_Biological_Process_2021	regulation of centriole replication (GO:0046599)	1/19	4.646646e-02	1.442214e-01	0	0	2.259864e+01	6.935578e+01	NPM1
GO_Biological_Process_2021	negative regulation of RNA splicing (GO:0033119)	1/19	4.646646e-02	1.442214e-01	0	0	2.259864e+01	6.935578e+01	RNPS1
GO_Biological_Process_2021	nuclear membrane organization (GO:0071763)	1/19	4.646646e-02	1.442214e-01	0	0	2.259864e+01	6.935578e+01	TARDBP
GO_Biological_Process_2021	endoplasmic reticulum mannose trimming (GO:1904380)	1/19	4.646646e-02	1.442214e-01	0	0	2.259864e+01	6.935578e+01	RPS27A
GO_Biological_Process_2021	establishment of epithelial cell polarity (GO:0090162)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	RHOA
GO_Biological_Process_2021	regulation of T cell migration (GO:2000404)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	RHOA
GO_Biological_Process_2021	positive regulation of interferon-alpha production (GO:0032727)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	STAT1
GO_Biological_Process_2021	cellular response to interferon-beta (GO:0035458)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	STAT1
GO_Biological_Process_2021	negative regulation of telomere maintenance via telomerase (GO:0032211)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	HNRNPC
GO_Biological_Process_2021	negative regulation of viral life cycle (GO:1903901)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	SNX3
GO_Biological_Process_2021	mitotic cytokinetic process (GO:1902410)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	RHOA
GO_Biological_Process_2021	regulation of protein localization to cell periphery (GO:1904375)	1/20	4.885255e-02	1.461135e-01	0	0	2.140816e+01	6.463015e+01	ACTB
GO_Biological_Process_2021	chromatin organization (GO:0006325)	2/142	4.913220e-02	1.462850e-01	0	0	5.895833e+00	1.776556e+01	NPM1;CBX3
GO_Biological_Process_2021	error-prone translesion synthesis (GO:0042276)	1/21	5.123279e-02	1.498275e-01	0	0	2.033673e+01	6.042807e+01	RPS27A
GO_Biological_Process_2021	regulation of ubiquitin protein ligase activity (GO:1904666)	1/21	5.123279e-02	1.498275e-01	0	0	2.033673e+01	6.042807e+01	RPS7
GO_Biological_Process_2021	regulation of cell-substrate junction assembly (GO:0090109)	1/21	5.123279e-02	1.498275e-01	0	0	2.033673e+01	6.042807e+01	RHOA
GO_Biological_Process_2021	neuron apoptotic process (GO:0051402)	1/21	5.123279e-02	1.498275e-01	0	0	2.033673e+01	6.042807e+01	GAPDH
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	2/149	5.352499e-02	1.520411e-01	0	0	5.613095e+00	1.643294e+01	FNTA;RHOA
GO_Biological_Process_2021	error-free translesion synthesis (GO:0070987)	1/22	5.360720e-02	1.520411e-01	0	0	1.936735e+01	5.667025e+01	RPS27A
GO_Biological_Process_2021	regulation of centrosome cycle (GO:0046605)	1/22	5.360720e-02	1.520411e-01	0	0	1.936735e+01	5.667025e+01	NPM1
GO_Biological_Process_2021	regulation of chromosome organization (GO:0033044)	1/22	5.360720e-02	1.520411e-01	0	0	1.936735e+01	5.667025e+01	HNRNPD
GO_Biological_Process_2021	nucleotide-excision repair, DNA duplex unwinding (GO:0000717)	1/22	5.360720e-02	1.520411e-01	0	0	1.936735e+01	5.667025e+01	RPS27A
GO_Biological_Process_2021	positive regulation of translational initiation (GO:0045948)	1/22	5.360720e-02	1.520411e-01	0	0	1.936735e+01	5.667025e+01	KHDRBS1
GO_Biological_Process_2021	proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	1/22	5.360720e-02	1.520411e-01	0	0	1.936735e+01	5.667025e+01	PSMB2
GO_Biological_Process_2021	positive regulation of cell cycle G2/M phase transition (GO:1902751)	1/23	5.597578e-02	1.529353e-01	0	0	1.848609e+01	5.329236e+01	NPM1
GO_Biological_Process_2021	regulation of telomere capping (GO:1904353)	1/23	5.597578e-02	1.529353e-01	0	0	1.848609e+01	5.329236e+01	HNRNPD
GO_Biological_Process_2021	regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	1/23	5.597578e-02	1.529353e-01	0	0	1.848609e+01	5.329236e+01	STAT1
GO_Biological_Process_2021	nucleotide metabolic process (GO:0009117)	1/23	5.597578e-02	1.529353e-01	0	0	1.848609e+01	5.329236e+01	GUK1
GO_Biological_Process_2021	nucleotide-excision repair, DNA damage recognition (GO:0000715)	1/23	5.597578e-02	1.529353e-01	0	0	1.848609e+01	5.329236e+01	RPS27A
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	2/154	5.674550e-02	1.529353e-01	0	0	5.427083e+00	1.557127e+01	JTB;RHOA
GO_Biological_Process_2021	cellular response to interleukin-1 (GO:0071347)	2/155	5.739767e-02	1.529353e-01	0	0	5.391340e+00	1.540711e+01	PSMB2;RPS27A
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	2/155	5.739767e-02	1.529353e-01	0	0	5.391340e+00	1.540711e+01	NPM1;RPS27A
GO_Biological_Process_2021	purine nucleotide metabolic process (GO:0006163)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	GUK1
GO_Biological_Process_2021	purine ribonucleotide catabolic process (GO:0009154)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	HINT1
GO_Biological_Process_2021	glucose catabolic process to pyruvate (GO:0061718)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	GAPDH
GO_Biological_Process_2021	regulation of cell size (GO:0008361)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	RHOA
GO_Biological_Process_2021	canonical glycolysis (GO:0061621)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	GAPDH
GO_Biological_Process_2021	negative regulation of synaptic transmission (GO:0050805)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	ARF1
GO_Biological_Process_2021	defense response to fungus (GO:0050832)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	GAPDH
GO_Biological_Process_2021	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	RPS27A
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	RPS27A
GO_Biological_Process_2021	wound healing, spreading of cells (GO:0044319)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	RHOA
GO_Biological_Process_2021	protein alpha-1,2-demannosylation (GO:0036508)	1/24	5.833855e-02	1.529353e-01	0	0	1.768146e+01	5.024172e+01	RPS27A
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	2/158	5.936997e-02	1.541995e-01	0	0	5.286859e+00	1.492991e+01	KHDRBS1;PSMB2
GO_Biological_Process_2021	regulation of rhodopsin mediated signaling pathway (GO:0022400)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	FNTA
GO_Biological_Process_2021	receptor signaling pathway via STAT (GO:0097696)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	STAT1
GO_Biological_Process_2021	glycolytic process through glucose-6-phosphate (GO:0061620)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	GAPDH
GO_Biological_Process_2021	ribosomal large subunit assembly (GO:0000027)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	RPL24
GO_Biological_Process_2021	RNA splicing, via transesterification reactions (GO:0000375)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	SMNDC1
GO_Biological_Process_2021	regulation of interferon-alpha production (GO:0032647)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	STAT1
GO_Biological_Process_2021	positive regulation of T cell migration (GO:2000406)	1/25	6.069553e-02	1.541995e-01	0	0	1.694388e+01	4.747480e+01	RHOA
GO_Biological_Process_2021	regulation of telomere maintenance (GO:0032204)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	HNRNPD
GO_Biological_Process_2021	global genome nucleotide-excision repair (GO:0070911)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	RPS27A
GO_Biological_Process_2021	negative regulation of protein transport (GO:0051224)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	SNX3
GO_Biological_Process_2021	negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	RPS7
GO_Biological_Process_2021	negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	HNRNPC
GO_Biological_Process_2021	clathrin-dependent endocytosis (GO:0072583)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	CANX
GO_Biological_Process_2021	regulation of myelination (GO:0031641)	1/26	6.304672e-02	1.559577e-01	0	0	1.626531e+01	4.495534e+01	ZPR1
GO_Biological_Process_2021	acute inflammatory response (GO:0002526)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	ITIH4
GO_Biological_Process_2021	positive regulation of erythrocyte differentiation (GO:0045648)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	STAT1
GO_Biological_Process_2021	stress-activated protein kinase signaling cascade (GO:0031098)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	RPS27A
GO_Biological_Process_2021	nucleobase-containing small molecule interconversion (GO:0015949)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	GUK1
GO_Biological_Process_2021	cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	RPS27A
GO_Biological_Process_2021	dendritic spine organization (GO:0097061)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	ARF1
GO_Biological_Process_2021	presynaptic endocytosis (GO:0140238)	1/27	6.539215e-02	1.576119e-01	0	0	1.563893e+01	4.265289e+01	CANX
GO_Biological_Process_2021	regulation of protein transport (GO:0051223)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	SNX3
GO_Biological_Process_2021	negative regulation of axonogenesis (GO:0050771)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	RHOA
GO_Biological_Process_2021	positive regulation of defense response to virus by host (GO:0002230)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	STAT1
GO_Biological_Process_2021	response to interferon-beta (GO:0035456)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	STAT1
GO_Biological_Process_2021	cellular response to epidermal growth factor stimulus (GO:0071364)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	ZPR1
GO_Biological_Process_2021	cellular response to interleukin-6 (GO:0071354)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	STAT1
GO_Biological_Process_2021	positive regulation of protein import into nucleus (GO:0042307)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	ZPR1
GO_Biological_Process_2021	nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	RPS27A
GO_Biological_Process_2021	phagosome acidification (GO:0090383)	1/28	6.773183e-02	1.580409e-01	0	0	1.505896e+01	4.054171e+01	ATP6V0B
GO_Biological_Process_2021	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	2/171	6.818108e-02	1.585270e-01	0	0	4.876972e+00	1.309754e+01	GAPDH;RHOA
GO_Biological_Process_2021	aggrephagy (GO:0035973)	1/29	7.006576e-02	1.603880e-01	0	0	1.452041e+01	3.859991e+01	RPS27A
GO_Biological_Process_2021	glycolytic process (GO:0006096)	1/29	7.006576e-02	1.603880e-01	0	0	1.452041e+01	3.859991e+01	GAPDH
GO_Biological_Process_2021	nucleotide-excision repair, preincision complex assembly (GO:0006294)	1/29	7.006576e-02	1.603880e-01	0	0	1.452041e+01	3.859991e+01	RPS27A
GO_Biological_Process_2021	MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	1/29	7.006576e-02	1.603880e-01	0	0	1.452041e+01	3.859991e+01	RPS27A
GO_Biological_Process_2021	glycerophospholipid biosynthetic process (GO:0046474)	2/177	7.238597e-02	1.603880e-01	0	0	4.708333e+00	1.236287e+01	ARF1;STARD7
GO_Biological_Process_2021	protein N-linked glycosylation via asparagine (GO:0018279)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	DAD1
GO_Biological_Process_2021	positive regulation of protein import (GO:1904591)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	ZPR1
GO_Biological_Process_2021	CENP-A containing chromatin organization (GO:0061641)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	NPM1
GO_Biological_Process_2021	CENP-A containing nucleosome assembly (GO:0034080)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	NPM1
GO_Biological_Process_2021	maintenance of blood-brain barrier (GO:0035633)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	ACTB
GO_Biological_Process_2021	TRIF-dependent toll-like receptor signaling pathway (GO:0035666)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	RPS27A
GO_Biological_Process_2021	morphogenesis of an epithelium (GO:0002009)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	ACTB
GO_Biological_Process_2021	plasma membrane invagination (GO:0099024)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	RHOA
GO_Biological_Process_2021	regulation of protein localization to membrane (GO:1905475)	1/30	7.239397e-02	1.603880e-01	0	0	1.401900e+01	3.680874e+01	ACTB
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	6/1183	7.331521e-02	1.611916e-01	0	0	2.174983e+00	5.683202e+00	NPM1;STAT1;HNRNPD;RPS27A;ILF2;ZPR1
GO_Biological_Process_2021	protein stabilization (GO:0050821)	2/179	7.380611e-02	1.611916e-01	0	0	4.654661e+00	1.213151e+01	RPS7;GAPDH
GO_Biological_Process_2021	positive regulation of cellular biosynthetic process (GO:0031328)	2/180	7.451959e-02	1.611916e-01	0	0	4.628277e+00	1.201822e+01	NPM1;HNRNPD
GO_Biological_Process_2021	receptor signaling pathway via JAK-STAT (GO:0007259)	1/31	7.471646e-02	1.611916e-01	0	0	1.355102e+01	3.515209e+01	STAT1
GO_Biological_Process_2021	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	1/31	7.471646e-02	1.611916e-01	0	0	1.355102e+01	3.515209e+01	RHOA
GO_Biological_Process_2021	positive regulation of RNA splicing (GO:0033120)	1/31	7.471646e-02	1.611916e-01	0	0	1.355102e+01	3.515209e+01	ZPR1
GO_Biological_Process_2021	peptidyl-asparagine modification (GO:0018196)	1/31	7.471646e-02	1.611916e-01	0	0	1.355102e+01	3.515209e+01	DAD1
GO_Biological_Process_2021	MyD88-independent toll-like receptor signaling pathway (GO:0002756)	1/31	7.471646e-02	1.611916e-01	0	0	1.355102e+01	3.515209e+01	RPS27A
GO_Biological_Process_2021	establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	RHOA
GO_Biological_Process_2021	negative regulation of DNA biosynthetic process (GO:2000279)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	HNRNPC
GO_Biological_Process_2021	regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	ZPR1
GO_Biological_Process_2021	regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	RHOA
GO_Biological_Process_2021	regulation of centrosome duplication (GO:0010824)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	NPM1
GO_Biological_Process_2021	chromatin remodeling at centromere (GO:0031055)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	NPM1
GO_Biological_Process_2021	positive regulation of telomere maintenance (GO:0032206)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	HNRNPD
GO_Biological_Process_2021	modulation by host of symbiont process (GO:0051851)	1/32	7.703326e-02	1.619421e-01	0	0	1.311323e+01	3.361601e+01	TARDBP
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	2/185	7.812039e-02	1.636633e-01	0	0	4.500683e+00	1.147451e+01	KHDRBS1;PSMB2
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	1/33	7.934437e-02	1.636633e-01	0	0	1.270281e+01	3.218838e+01	CANX
GO_Biological_Process_2021	positive regulation of histone modification (GO:0031058)	1/33	7.934437e-02	1.636633e-01	0	0	1.270281e+01	3.218838e+01	SART3
GO_Biological_Process_2021	signal transduction by p53 class mediator (GO:0072331)	1/33	7.934437e-02	1.636633e-01	0	0	1.270281e+01	3.218838e+01	HINT1
GO_Biological_Process_2021	phosphatidylcholine biosynthetic process (GO:0006656)	1/33	7.934437e-02	1.636633e-01	0	0	1.270281e+01	3.218838e+01	STARD7
GO_Biological_Process_2021	negative chemotaxis (GO:0050919)	1/33	7.934437e-02	1.636633e-01	0	0	1.270281e+01	3.218838e+01	RHOA
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	3/404	8.002414e-02	1.645496e-01	0	0	3.111742e+00	7.858477e+00	ATP6V0B;RHOA;ACTB
GO_Biological_Process_2021	regulation of mitotic cell cycle phase transition (GO:1901990)	2/188	8.030707e-02	1.646170e-01	0	0	4.427419e+00	1.116550e+01	PSMB2;RPS27A
