gene,freq,pct
ZNF460,3,0.06
ZNF609,3,0.06
ZNF780B,3,0.06
AADAC,2,0.04
ABCB8,2,0.04
ABCD1P2,2,0.04
ABHD8,2,0.04
ABO,2,0.04
ACAD8,2,0.04
ACTL8,2,0.04
ADAM21,2,0.04
ADAMTS2,2,0.04
ADCY10,2,0.04
ADCYAP1R1,2,0.04
ADH1C,2,0.04
ADM2,2,0.04
ADORA1,2,0.04
ADRA1B,2,0.04
ADRA2B,2,0.04
AHSP,2,0.04
AKAP8L,2,0.04
AL109706,2,0.04
ALB,2,0.04
ALKBH4,2,0.04
ALPK3,2,0.04
AMN,2,0.04
ANAPC13,2,0.04
ANKFY1,2,0.04
ANKRD10,2,0.04
ANXA7,2,0.04
AP4S1,2,0.04
APOC2,2,0.04
AREG,2,0.04
ARID3A,2,0.04
ARID3B,2,0.04
ARMC9,2,0.04
ARNT2,2,0.04
ASPHD1,2,0.04
B4GALT1,2,0.04
B4GALT2,2,0.04
BACE2,2,0.04
BAG5,2,0.04
BC113958,2,0.04
BC127192,2,0.04
BEST2,2,0.04
BGN,2,0.04
BNC1,2,0.04
BRCA1,2,0.04
BRSK2,2,0.04
C1orf115,2,0.04
CACNA1G,2,0.04
CALML5,2,0.04
CAMK1,2,0.04
CARF,2,0.04
CBFA2T2,2,0.04
CCBL2,2,0.04
CCDC19,2,0.04
CCDC22,2,0.04
CCDC40,2,0.04
CCNA2,2,0.04
CCNE2,2,0.04
CD207,2,0.04
CDH17,2,0.04
CELA2A,2,0.04
CEP164,2,0.04
CGA,2,0.04
CHD1L,2,0.04
CHI3L2,2,0.04
CHPT1,2,0.04
CLC,2,0.04
CLCA3P,2,0.04
CLIP1,2,0.04
CNNM2,2,0.04
CNTFR,2,0.04
CNTN6,2,0.04
CNTNAP3P2,2,0.04
COPA,2,0.04
COQ6,2,0.04
CP,2,0.04
CREB3L2,2,0.04
CREB5,2,0.04
CRTC1,2,0.04
CTSV,2,0.04
CUX2,2,0.04
CWF19L1,2,0.04
CXorf57,2,0.04
CYP24A1,2,0.04
CYTL1,2,0.04
DAPK1,2,0.04
DDX43,2,0.04
DDX54,2,0.04
DEF6,2,0.04
DES,2,0.04
DESI2,2,0.04
DGCR8,2,0.04
DGKE,2,0.04
DHX34,2,0.04
DNAAF1,2,0.04
DNAH9,2,0.04
DOK5,2,0.04
DONSON,2,0.04
DUSP13,2,0.04
DUSP14,2,0.04
DXO,2,0.04
ECT2,2,0.04
EDC3,2,0.04
EHMT1,2,0.04
EIF4G1,2,0.04
EIF5B,2,0.04
ELAVL3,2,0.04
ELOVL1,2,0.04
ENTPD7,2,0.04
EP300,2,0.04
EPB41,2,0.04
ERBB4,2,0.04
ERC2,2,0.04
EVPL,2,0.04
EVX1,2,0.04
FABP6,2,0.04
FAM153A,2,0.04
FAM175B,2,0.04
FANCG,2,0.04
FBXL7,2,0.04
FBXW4P1,2,0.04
FGD6,2,0.04
FKTN,2,0.04
FLJ11710,2,0.04
FOXN3,2,0.04
FTSJ3,2,0.04
GABARAP,2,0.04
GATAD2A,2,0.04
GBX2,2,0.04
GCAT,2,0.04
GFRA3,2,0.04
GJA3,2,0.04
GLB1L2,2,0.04
GLDC,2,0.04
GLMN,2,0.04
GLULP4,2,0.04
GP9,2,0.04
GPALPP1,2,0.04
GPC1,2,0.04
GPHN,2,0.04
GPM6A,2,0.04
GRAP2,2,0.04
GRHL2,2,0.04
GRIN2A,2,0.04
GRWD1,2,0.04
GSTM4,2,0.04
GUSB,2,0.04
H2AFY2,2,0.04
HARS,2,0.04
HERC4,2,0.04
HIST1H1A,2,0.04
HIST1H2BN,2,0.04
HMOX1,2,0.04
HOXB9,2,0.04
HP1BP3,2,0.04
HSD3BP1,2,0.04
HSPB11,2,0.04
HSPB7,2,0.04
HTR1A,2,0.04
HTR6,2,0.04
IFT46,2,0.04
IKZF2,2,0.04
IL1A,2,0.04
IMPA1,2,0.04
INTS3,2,0.04
INTS7,2,0.04
IPPK,2,0.04
IQCB1,2,0.04
ITGA2,2,0.04
ITGAL,2,0.04
ITIH1,2,0.04
JADE3,2,0.04
JMJD6,2,0.04
KANK2,2,0.04
KCNAB2,2,0.04
KCNIP2,2,0.04
KCNK13,2,0.04
KCNMB3,2,0.04
KCNN1,2,0.04
KCTD7,2,0.04
KIAA0226,2,0.04
KIAA1045,2,0.04
KIAA1751,2,0.04
KIR3DS1,2,0.04
KLK7,2,0.04
KRT86,2,0.04
KRT8P11,2,0.04
LHCGR,2,0.04
LIF,2,0.04
LIG4,2,0.04
LILRA5,2,0.04
LIM2,2,0.04
LINC00339,2,0.04
LINC01361,2,0.04
LMAN1L,2,0.04
LOC100129518,2,0.04
LOC100996325,2,0.04
LOC101927051,2,0.04
LOC101927705,2,0.04
LOC101929740,2,0.04
LOC730101,2,0.04
LPA,2,0.04
LRIG2,2,0.04
LRRC59,2,0.04
LRRN3,2,0.04
LYZL6,2,0.04
MAP3K2,2,0.04
MAPK3,2,0.04
MAU2,2,0.04
MED25,2,0.04
MEST,2,0.04
METTL10,2,0.04
METTL18,2,0.04
MIR6732,2,0.04
MMP23A,2,0.04
MPHOSPH6,2,0.04
MPO,2,0.04
MSH4,2,0.04
MT1G,2,0.04
MTF1,2,0.04
MTL5,2,0.04
MUC8,2,0.04
MYBPC2,2,0.04
MYH1,2,0.04
MYH6,2,0.04
MYOD1,2,0.04
MYOZ2,2,0.04
NDST3,2,0.04
NHLH2,2,0.04
NOL9,2,0.04
NPC1,2,0.04
NPFF,2,0.04
NQO2,2,0.04
NRDE2,2,0.04
NRXN1,2,0.04
NTS,2,0.04
NUDT3,2,0.04
NUP160,2,0.04
NYNRIN,2,0.04
OPRM1,2,0.04
OR10H2,2,0.04
OR10H3,2,0.04
OR1D2,2,0.04
OR1D5,2,0.04
OR2C1,2,0.04
OR2H2,2,0.04
PADI1,2,0.04
PAGE4,2,0.04
PARP2,2,0.04
PARVB,2,0.04
PCBP3,2,0.04
PCGF3,2,0.04
PCSK2,2,0.04
PDE6A,2,0.04
PDE9A,2,0.04
PDLIM4,2,0.04
PEX6,2,0.04
PF4V1,2,0.04
PFDN4,2,0.04
PFKFB4,2,0.04
PHB,2,0.04
PHKG2,2,0.04
PIAS3,2,0.04
PKD2L1,2,0.04
PLA1A,2,0.04
PLCG2,2,0.04
PLCH2,2,0.04
PLEKHA2,2,0.04
PLEKHB1,2,0.04
PLK4,2,0.04
PLOD2,2,0.04
PLS1,2,0.04
POPDC2,2,0.04
POU4F1,2,0.04
PPDPF,2,0.04
PRG2,2,0.04
PRKACB,2,0.04
PSMF1,2,0.04
PTGS1,2,0.04
PTPRS,2,0.04
PTTG1IP,2,0.04
PWAR5,2,0.04
PXN,2,0.04
QSER1,2,0.04
RAB40C,2,0.04
RAD23B,2,0.04
RAI1,2,0.04
RALGAPB,2,0.04
RAP2B,2,0.04
RAPGEF4,2,0.04
RARB,2,0.04
RASAL2,2,0.04
RAVER2,2,0.04
RB1,2,0.04
RBBP4P4,2,0.04
RGS19,2,0.04
RGS4,2,0.04
RIPK1,2,0.04
RIPK4,2,0.04
RMDN3,2,0.04
RNF123,2,0.04
RNF146,2,0.04
RP1-263J7.1,2,0.04
RP11-457I16.2,2,0.04
RPL23A,2,0.04
RPUSD2,2,0.04
RREB1,2,0.04
RRP12,2,0.04
S100A5,2,0.04
SARDH,2,0.04
SAV1,2,0.04
SDHA,2,0.04
SERGEF,2,0.04
SHOC2,2,0.04
SIRPB1,2,0.04
SIVA1,2,0.04
SKIL,2,0.04
SLC17A9,2,0.04
SLC18A3,2,0.04
SLC1A5,2,0.04
SLC25A16,2,0.04
SLC25A30,2,0.04
SLC28A2,2,0.04
SLC35A3,2,0.04
SLC38A2,2,0.04
SLC39A7,2,0.04
SLC44A1,2,0.04
SLC4A5,2,0.04
SLC6A4,2,0.04
SLIT1,2,0.04
SPATA6,2,0.04
SPG11,2,0.04
SPIDR,2,0.04
SREBF1,2,0.04
SRM,2,0.04
SRY,2,0.04
SSTR5,2,0.04
STC2,2,0.04
STX16,2,0.04
STX7,2,0.04
SUPT6H,2,0.04
SYCP2,2,0.04
SYT2,2,0.04
TAF1B,2,0.04
TCHH,2,0.04
TCL1B,2,0.04
TDP2,2,0.04
TDRKH,2,0.04
TFB1M,2,0.04
TFPT,2,0.04
TGM5,2,0.04
TM6SF1,2,0.04
TMC7,2,0.04
TMEM127,2,0.04
TMEM187,2,0.04
TMEM223,2,0.04
TMEM257,2,0.04
TMPRSS4,2,0.04
TMX4,2,0.04
TRAK1,2,0.04
TRIM66,2,0.04
TRIM9,2,0.04
TRMT1,2,0.04
TRMT1L,2,0.04
TSR1,2,0.04
TTC31,2,0.04
TTC40,2,0.04
TUBA3C,2,0.04
TXNRD3,2,0.04
UBE2V2,2,0.04
UNC119,2,0.04
UNC119B,2,0.04
UPK3A,2,0.04
UROS,2,0.04
USE1,2,0.04
USP46,2,0.04
USP49,2,0.04
UTP6,2,0.04
VPRBP,2,0.04
WHSC1L1,2,0.04
WNT2B,2,0.04
WNT8B,2,0.04
YEATS4,2,0.04
YES1,2,0.04
ZBTB7C,2,0.04
ZKSCAN7,2,0.04
ZMIZ1,2,0.04
ZNF225,2,0.04
ZNF354A,2,0.04
ZNF473,2,0.04
ZNF500,2,0.04
ZNF682,2,0.04
ZNF862,2,0.04
ABCA3,1,0.02
ABHD17B,1,0.02
ABHD2,1,0.02
ABL2,1,0.02
AC007967.3,1,0.02
ACOX1,1,0.02
ACOXL,1,0.02
ACSL3,1,0.02
ACTN1,1,0.02
ACVRL1,1,0.02
ADAM7,1,0.02
ADAMDEC1,1,0.02
ADCK4,1,0.02
ADCY3,1,0.02
ADCY6,1,0.02
ADD1,1,0.02
ADH6,1,0.02
ADI1,1,0.02
ADO,1,0.02
ADORA2A,1,0.02
ADRA1D,1,0.02
AFM,1,0.02
AGBL3,1,0.02
AGK,1,0.02
AGO3,1,0.02
AHNAK,1,0.02
AJ011981,1,0.02
AK096803,1,0.02
AK291611,1,0.02
AKR7A3,1,0.02
ALDH1A2,1,0.02
ALDH8A1,1,0.02
ALOX12,1,0.02
ALPK1,1,0.02
ANAPC1,1,0.02
ANAPC15,1,0.02
ANKH,1,0.02
ANKMY1,1,0.02
ANKRD55,1,0.02
ANO3,1,0.02
ANXA10,1,0.02
AOC1,1,0.02
AOX1,1,0.02
APBA2,1,0.02
APEX2,1,0.02
APH1B,1,0.02
APOA1,1,0.02
APOBR,1,0.02
APOOL,1,0.02
AQP9,1,0.02
ARHGAP1,1,0.02
ARHGAP22,1,0.02
ARHGEF12,1,0.02
ARHGEF6,1,0.02
ARSD,1,0.02
ASB12,1,0.02
ASIC4,1,0.02
ASXL1,1,0.02
ATP10A,1,0.02
ATP11B,1,0.02
ATP12A,1,0.02
ATP13A1,1,0.02
ATP2A3,1,0.02
ATP2B3,1,0.02
ATPAF2,1,0.02
ATXN3L,1,0.02
ATXN7,1,0.02
AV8S2,1,0.02
AVIL,1,0.02
BAG4,1,0.02
BARX2,1,0.02
BAZ1A,1,0.02
BC069804,1,0.02
BCAS4,1,0.02
BCL2L11,1,0.02
BCL2L2,1,0.02
BCL7C,1,0.02
BEX1,1,0.02
BFSP2,1,0.02
BHLHE40,1,0.02
BMP8A,1,0.02
BMPR1A,1,0.02
BNC2,1,0.02
BNIP1,1,0.02
BRD7P3,1,0.02
BRD9,1,0.02
BRDT,1,0.02
BRF1,1,0.02
BSN,1,0.02
BTN2A3P,1,0.02
C10orf76,1,0.02
C11orf95,1,0.02
C15orf39,1,0.02
C16orf3,1,0.02
C16orf71,1,0.02
C17orf62,1,0.02
C17orf75,1,0.02
C19orf73,1,0.02
C1orf109,1,0.02
C1orf112,1,0.02
C1orf123,1,0.02
C2orf27A,1,0.02
C3orf62,1,0.02
C4A,1,0.02
C6orf15,1,0.02
C9orf9,1,0.02
CA11,1,0.02
CA4,1,0.02
CAB39L,1,0.02
CABP1,1,0.02
CACNA1F,1,0.02
CACNA1H,1,0.02
CADM1,1,0.02
CADM3,1,0.02
CALCB,1,0.02
CAMK2N1,1,0.02
CAMSAP2,1,0.02
CAPN10,1,0.02
CAPN11,1,0.02
CARM1,1,0.02
CASQ1,1,0.02
CBX2,1,0.02
CCAR2,1,0.02
CCBL1,1,0.02
CCDC106,1,0.02
CCDC121,1,0.02
CCDC186,1,0.02
CCDC30,1,0.02
CCNE1,1,0.02
CCR3,1,0.02
CCT6B,1,0.02
CCT8L2,1,0.02
CD151,1,0.02
CD34,1,0.02
CD7,1,0.02
CDC40,1,0.02
CDC73,1,0.02
CDCA8,1,0.02
CDH12,1,0.02
CDK5R1,1,0.02
CDKL3,1,0.02
CDKN2A,1,0.02
CDKN2C,1,0.02
CDON,1,0.02
CDSN,1,0.02
CDYL,1,0.02
CEACAM21,1,0.02
CEACAM7,1,0.02
CEBPD,1,0.02
CEL,1,0.02
CELA3B,1,0.02
CELP,1,0.02
CEP72,1,0.02
CEP83,1,0.02
CEP85,1,0.02
CES1P1,1,0.02
CFB,1,0.02
CGB1,1,0.02
CGREF1,1,0.02
CHCHD7,1,0.02
CHIC2,1,0.02
CHIT1,1,0.02
CHML,1,0.02
CHP1,1,0.02
CHRNB1,1,0.02
CHRNB3,1,0.02
CHTOP,1,0.02
CIITA,1,0.02
CKB,1,0.02
CLDN7,1,0.02
CLEC16A,1,0.02
CLEC4M,1,0.02
CLEC5A,1,0.02
CLN8,1,0.02
CLTC,1,0.02
CLUHP3,1,0.02
CMA1,1,0.02
CMC4,1,0.02
CNIH4,1,0.02
CNOT2,1,0.02
CNOT3,1,0.02
CNTNAP1,1,0.02
COL19A1,1,0.02
COL8A2,1,0.02
COL9A2,1,0.02
COLEC11,1,0.02
CPLX3,1,0.02
CPN2,1,0.02
CPNE3,1,0.02
CRELD1,1,0.02
CRNKL1,1,0.02
CROCC,1,0.02
CRX,1,0.02
CRYL1,1,0.02
CSNK2A1,1,0.02
CSPG4P1Y,1,0.02
CSPG5,1,0.02
CSTA,1,0.02
CTAG1A,1,0.02
CTC1,1,0.02
CTD-2269F5.1,1,0.02
CTDSP2,1,0.02
CTNNAP1,1,0.02
CTNND2,1,0.02
CXCL14,1,0.02
CXCL3,1,0.02
CXCL6,1,0.02
CXCR3,1,0.02
CXorf36,1,0.02
CYB5R2,1,0.02
CYCSP44,1,0.02
CYFIP2,1,0.02
CYP19A1,1,0.02
CYP2C8,1,0.02
CYP2F1,1,0.02
CYP39A1,1,0.02
CYSLTR1,1,0.02
DALRD3,1,0.02
DAZ1,1,0.02
DAZL,1,0.02
DBF4B,1,0.02
DCAF7,1,0.02
DCT,1,0.02
DCTN2,1,0.02
DCUN1D1,1,0.02
DDX3X,1,0.02
DDX41,1,0.02
DDX51,1,0.02
DDX56,1,0.02
DENND3,1,0.02
DGCR11,1,0.02
DGCR5,1,0.02
DGKG,1,0.02
DHRS11,1,0.02
DHRS7B,1,0.02
DHX40,1,0.02
DHX8,1,0.02
DIRAS2,1,0.02
DLX6,1,0.02
DMBT1,1,0.02
DNAH17,1,0.02
DNAI1,1,0.02
DNAJA2,1,0.02
DNAJC12,1,0.02
DNM3,1,0.02
DNPH1,1,0.02
DNTTIP2,1,0.02
DOCK1,1,0.02
DOK4,1,0.02
DOPEY2,1,0.02
DPF1,1,0.02
DPY19L2P2,1,0.02
DSC3,1,0.02
DSCR4,1,0.02
DTNB,1,0.02
DUOX1,1,0.02
DUS2,1,0.02
DUSP21,1,0.02
DUSP26,1,0.02
DUSP7,1,0.02
DUSP8,1,0.02
DUT,1,0.02
EDN2,1,0.02
EFCAB14,1,0.02
EFCAB6,1,0.02
EFNA3,1,0.02
EGLN2,1,0.02
EIF1AY,1,0.02
EIF4EBP1,1,0.02
EIF4EBP2,1,0.02
EIF4H,1,0.02
ELOVL6,1,0.02
EMP2,1,0.02
EN1,1,0.02
ENDOD1,1,0.02
ENGASE,1,0.02
ENO2,1,0.02
EPB41L4A-AS2,1,0.02
EPHX3,1,0.02
EPS15P1,1,0.02
ERMAP,1,0.02
ERN2,1,0.02
ETS1,1,0.02
EXOC1,1,0.02
EXOC7,1,0.02
EYA1,1,0.02
F2RL2,1,0.02
FAF2,1,0.02
FAM102A,1,0.02
FAM120A,1,0.02
FAM155B,1,0.02
FAM192A,1,0.02
FAM193B,1,0.02
FAM208A,1,0.02
FAM224A,1,0.02
FAM45A,1,0.02
FAM49B,1,0.02
FAM63B,1,0.02
FAM86C1,1,0.02
FAM98A,1,0.02
FASTKD1,1,0.02
FBXL18,1,0.02
FBXL6,1,0.02
FBXO22,1,0.02
FCN3,1,0.02
FDPS,1,0.02
FEV,1,0.02
FEZ2,1,0.02
FGD2,1,0.02
FGF22,1,0.02
FGFR1OP,1,0.02
FGGY,1,0.02
FIGF,1,0.02
FLJ13224,1,0.02
FLOT1,1,0.02
FOLR1,1,0.02
FOS,1,0.02
FOSL2,1,0.02
FOXB1,1,0.02
FOXK2,1,0.02
FPR1,1,0.02
FRAS1,1,0.02
FRMD4A,1,0.02
FRZB,1,0.02
FUT6,1,0.02
FUT7,1,0.02
FXR2,1,0.02
FZD6,1,0.02
GABRB1,1,0.02
GABRB3,1,0.02
GAD2,1,0.02
GALR3,1,0.02
GALT,1,0.02
GAMT,1,0.02
GAN,1,0.02
GCNT1,1,0.02
GFI1B,1,0.02
GH2,1,0.02
GIT2,1,0.02
GJA5,1,0.02
GK3P,1,0.02
GLA,1,0.02
GLP1R,1,0.02
GLP2R,1,0.02
GLRA3,1,0.02
GLRB,1,0.02
GNE,1,0.02
GNL3,1,0.02
GNPTAB,1,0.02
GNRHR,1,0.02
GPA33,1,0.02
GPR1,1,0.02
GPRC5A,1,0.02
GPS2,1,0.02
GPX5,1,0.02
GRIP2,1,0.02
GRK6,1,0.02
GRM1,1,0.02
GSTCD,1,0.02
GSTM1,1,0.02
GTF2E1,1,0.02
GTF2H2B,1,0.02
GTF3C2,1,0.02
GTPBP3,1,0.02
GTSE1,1,0.02
GUCA1B,1,0.02
GYPB,1,0.02
GYS2,1,0.02
GZMM,1,0.02
H1F0,1,0.02
H2AFJ,1,0.02
HAMP,1,0.02
HAP1,1,0.02
HBEGF,1,0.02
HBS1L,1,0.02
HCRTR1,1,0.02
HDAC11,1,0.02
HEATR2,1,0.02
HEATR3,1,0.02
HEBP1,1,0.02
HIST1H2AB,1,0.02
HIST1H2BO,1,0.02
HIST1H4A,1,0.02
HIST1H4I,1,0.02
HLA-DPA2,1,0.02
HMCES,1,0.02
HMG20B,1,0.02
HNMT,1,0.02
HNRNPCL1,1,0.02
HNRNPH1,1,0.02
HOXB13,1,0.02
HOXB7,1,0.02
HOXC11,1,0.02
HOXC5,1,0.02
HOXD10,1,0.02
HPD,1,0.02
HPGDS,1,0.02
HPS4,1,0.02
HRASLS,1,0.02
HRASLS2,1,0.02
HSD17B1,1,0.02
HSD17B6,1,0.02
HSP90AA1,1,0.02
HTR1E,1,0.02
HTR4,1,0.02
HTR7P1,1,0.02
IER2,1,0.02
IFIH1,1,0.02
IFNA2,1,0.02
IGLL1,1,0.02
IL13RA1,1,0.02
IL1B,1,0.02
IL1RAPL1,1,0.02
IL6R,1,0.02
INE1,1,0.02
INHBC,1,0.02
INPP5A,1,0.02
INSL5,1,0.02
INTS8,1,0.02
INTS9,1,0.02
IPO8,1,0.02
IQCG,1,0.02
IREB2,1,0.02
IRF5,1,0.02
IRS4,1,0.02
ISG20L2,1,0.02
ISOC2,1,0.02
ITFG2,1,0.02
ITGA5,1,0.02
ITGA6,1,0.02
ITPKA,1,0.02
ITPR2,1,0.02
IZUMO4,1,0.02
Igk,1,0.02
JARID2,1,0.02
JMJD7,1,0.02
KAL1,1,0.02
KANK3,1,0.02
KANSL2,1,0.02
KATNBL1,1,0.02
KCNA2,1,0.02
KCNA3,1,0.02
KCNA5,1,0.02
KCNJ5,1,0.02
KCNMB1,1,0.02
KCNQ2,1,0.02
KDM4C,1,0.02
KDM5B,1,0.02
KERA,1,0.02
KIAA0196,1,0.02
KIAA1024,1,0.02
KIF18A,1,0.02
KIF23,1,0.02
KIF24,1,0.02
KIF25-AS1,1,0.02
KIR2DL2,1,0.02
KIR2DS2,1,0.02
KLF8,1,0.02
KLHL12,1,0.02
KLHL3,1,0.02
KLHL35,1,0.02
KLHL9,1,0.02
KLRAP1,1,0.02
KLRC3,1,0.02
KLRF1,1,0.02
KMT2B,1,0.02
KRT16,1,0.02
KRT18P50,1,0.02
KRT31,1,0.02
KRT81,1,0.02
KRT8P12,1,0.02
KRTAP2-3,1,0.02
LAMA4,1,0.02
LASP1,1,0.02
LATS1,1,0.02
LCE2B,1,0.02
LECT1,1,0.02
LENEP,1,0.02
LGALS13,1,0.02
LGSN,1,0.02
LIMD1,1,0.02
LIMD2,1,0.02
LIMK1,1,0.02
LINC00094,1,0.02
LINC00474,1,0.02
LINC00675,1,0.02
LINC00837,1,0.02
LINC00950,1,0.02
LIPE,1,0.02
LIPF,1,0.02
LOC100131532,1,0.02
LOC100505534,1,0.02
LOC100506571,1,0.02
LOC100506603,1,0.02
LOC100506699,1,0.02
LOC100996724,1,0.02
LOC100996756,1,0.02
LOC100996792,1,0.02
LOC101060181,1,0.02
LOC101927458,1,0.02
LOC101927965,1,0.02
LOC101928274,1,0.02
LOC101928669,1,0.02
LOC101929232,1,0.02
LOC101929550,1,0.02
LOC101930112,1,0.02
LOC101930405,1,0.02
LOC102724788,1,0.02
LOC254896,1,0.02
LOC284009,1,0.02
LOC645166,1,0.02
LOC647070,1,0.02
LOR,1,0.02
LPO,1,0.02
LPPR4,1,0.02
LRCH1,1,0.02
LRIT1,1,0.02
LRP1B,1,0.02
LRP4,1,0.02
LRRTM4,1,0.02
LSM5,1,0.02
LSS,1,0.02
LY9,1,0.02
MAFK,1,0.02
MAGEA2,1,0.02
MAGEC1,1,0.02
MAGI1,1,0.02
MAP2K5,1,0.02
MAP3K8,1,0.02
MAP4K3,1,0.02
MAP6D1,1,0.02
MAPKAPK3,1,0.02
MAPKBP1,1,0.02
MARCKSL1,1,0.02
MAS1,1,0.02
MBP,1,0.02
MCAM,1,0.02
MCM3,1,0.02
MCM3AP-AS1,1,0.02
MECP2,1,0.02
MED31,1,0.02
MED6,1,0.02
MEGF9,1,0.02
METTL21B,1,0.02
MGAT2,1,0.02
MGLL,1,0.02
MICAL2,1,0.02
MICU2,1,0.02
MIOS,1,0.02
MIPEP,1,0.02
MIR1244-3,1,0.02
MIR1292,1,0.02
MIR3917,1,0.02
MIR6890,1,0.02
MIR7109,1,0.02
MIR943,1,0.02
MIS12,1,0.02
MLNR,1,0.02
MLXIP,1,0.02
MMP15,1,0.02
MMP20,1,0.02
MMP3,1,0.02
MNS1,1,0.02
MPPED2,1,0.02
MROH7-TTC4,1,0.02
MROH9,1,0.02
MRPL16,1,0.02
MRPL4,1,0.02
MRPL48,1,0.02
MRTO4,1,0.02
MS4A2,1,0.02
MS4A3,1,0.02
MSRA,1,0.02
MTA2,1,0.02
MTMR6,1,0.02
MTR,1,0.02
MUC6,1,0.02
MUS81,1,0.02
MUTYH,1,0.02
MYCL,1,0.02
MYCLP1,1,0.02
MYEF2,1,0.02
MYF5,1,0.02
MYH3,1,0.02
MYH7B,1,0.02
MYL5,1,0.02
MYL6,1,0.02
MYL6B,1,0.02
MYLPF,1,0.02
MYO9B,1,0.02
MYRF,1,0.02
MZF1,1,0.02
NAG18,1,0.02
NAV3,1,0.02
NCBP1,1,0.02
NCS1,1,0.02
NDRG1,1,0.02
NDUFAF7,1,0.02
NEO1,1,0.02
NEUROD4,1,0.02
NFX1,1,0.02
NFYA,1,0.02
NIPA2,1,0.02
NKX2-8,1,0.02
NLGN1,1,0.02
NME3,1,0.02
NOS1AP,1,0.02
NOV,1,0.02
NOX4,1,0.02
NPHP1,1,0.02
NPRL2,1,0.02
NPTX2,1,0.02
NREP,1,0.02
NRIP2,1,0.02
NRL,1,0.02
NRXN3,1,0.02
NSFL1C,1,0.02
NSUN5,1,0.02
NT5M,1,0.02
NTN3,1,0.02
NUCB2,1,0.02
NUDT13,1,0.02
NUDT21,1,0.02
NUDT6,1,0.02
NUP188,1,0.02
NUP43,1,0.02
NUPL2,1,0.02
NXF2,1,0.02
NXPE4,1,0.02
NXT2,1,0.02
OCLN,1,0.02
ODF2,1,0.02
OGG1,1,0.02
OLA1,1,0.02
OPN1SW,1,0.02
OPRL1,1,0.02
OR1E3,1,0.02
OR1F1,1,0.02
OR1F2P,1,0.02
OR7A5,1,0.02
OR7E111P,1,0.02
OR7E19P,1,0.02
OSGIN2,1,0.02
OVGP1,1,0.02
OXCT1,1,0.02
OXCT2,1,0.02
P2RX6,1,0.02
P2RY1,1,0.02
PADI3,1,0.02
PAF1,1,0.02
PAGE1,1,0.02
PAICS,1,0.02
PAK1IP1,1,0.02
PANX1,1,0.02
PAPD7,1,0.02
PAPOLA,1,0.02
PAPOLB,1,0.02
PARP16,1,0.02
PAX2,1,0.02
PAX9,1,0.02
PBRM1,1,0.02
PBXIP1,1,0.02
PCDHB13,1,0.02
PCDHGA10,1,0.02
PCDHGA8,1,0.02
PCDHGB5,1,0.02
PDE4DIP,1,0.02
PDE6B,1,0.02
PDLIM1,1,0.02
PDX1,1,0.02
PDXK,1,0.02
PDZRN3,1,0.02
PEX14,1,0.02
PFKM,1,0.02
PFN2,1,0.02
PGAM2,1,0.02
PGC,1,0.02
PGF,1,0.02
PGM5,1,0.02
PHACTR1,1,0.02
PHKA1,1,0.02
PHYH,1,0.02
PIAS4,1,0.02
PIGV,1,0.02
PIK3IP1,1,0.02
PIN1P1,1,0.02
PITX3,1,0.02
PIWIL2,1,0.02
PKNOX1,1,0.02
PLA2G2E,1,0.02
PLCG1,1,0.02
PLEKHA1,1,0.02
PLEKHA8P1,1,0.02
PMF1,1,0.02
PNLIPRP1,1,0.02
PNPLA3,1,0.02
POLDIP3,1,0.02
POLR2D,1,0.02
POLR2J,1,0.02
PON1,1,0.02
POU1F1,1,0.02
POU3F3,1,0.02
POU5F1,1,0.02
PPIE,1,0.02
PPIP5K1,1,0.02
PPP1R2,1,0.02
PPP1R26,1,0.02
PPP2R2B,1,0.02
PPP2R4,1,0.02
PPP4R4,1,0.02
PQLC3,1,0.02
PRAMEF12,1,0.02
PRDM8,1,0.02
PREP,1,0.02
PRKAB1,1,0.02
PRKCI,1,0.02
PRKG1,1,0.02
PRLR,1,0.02
PRO1596,1,0.02
PRORY,1,0.02
PROSER1,1,0.02
PRPH,1,0.02
PRRG3,1,0.02
PRRG4,1,0.02
PRSS21,1,0.02
PSMA4,1,0.02
PSMC3IP,1,0.02
PSMG1,1,0.02
PTCH1,1,0.02
PTDSS2,1,0.02
PTEN,1,0.02
PTH,1,0.02
PTPN4,1,0.02
PVRIG,1,0.02
PYHIN1,1,0.02
PYY2,1,0.02
PZP,1,0.02
QPCTL,1,0.02
QRICH1,1,0.02
RAB27A,1,0.02
RAB3IL1,1,0.02
RABGAP1,1,0.02
RAD51B,1,0.02
RALB,1,0.02
RAP2C,1,0.02
RARA,1,0.02
RASIP1,1,0.02
RDH16,1,0.02
RER1,1,0.02
REXO4,1,0.02
RFK,1,0.02
RFPL3,1,0.02
RFX7,1,0.02
RFXAP,1,0.02
RGN,1,0.02
RGS17,1,0.02
RHBDF2,1,0.02
RHO,1,0.02
RHPN1-AS1,1,0.02
RINT1,1,0.02
RIT2,1,0.02
RNF111,1,0.02
RNF170,1,0.02
RNF216,1,0.02
RNF40,1,0.02
RNF7,1,0.02
ROR1,1,0.02
RORB,1,0.02
RP1-272E8.1,1,0.02
RP1-68D18.4,1,0.02
RP11-348B17.1,1,0.02
RP11-499E18.1,1,0.02
RP11-649A18.7,1,0.02
RP11-654A16.3,1,0.02
RP3-334F4.2,1,0.02
